"App name","Date","Time","Duration"
"App Usage","12/26/23","9:42:31 PM","0:01:01"
"Screen on (unlocked)","12/26/23","9:42:31 PM","0:00:01"
"Screen on (locked)","12/26/23","9:42:25 PM","0:00:06"
"Screen off (locked)","12/26/23","9:41:08 PM","0:01:18"
"App Usage","12/26/23","9:41:02 PM","0:00:05"
"OneDrive","12/26/23","9:40:42 PM","0:00:20"
"App Usage","12/26/23","9:40:17 PM","0:00:20"
"Facebook","12/26/23","9:40:12 PM","0:00:01"
"Screen on (unlocked)","12/26/23","9:40:12 PM","0:00:00"
"Screen on (locked)","12/26/23","9:40:09 PM","0:00:02"
"Screen off (locked)","12/26/23","9:04:30 PM","0:35:40"
"Facebook","12/26/23","9:01:07 PM","0:03:23"
"Screen on (unlocked)","12/26/23","9:01:07 PM","0:00:00"
"Screen on (locked)","12/26/23","9:01:04 PM","0:00:03"
"Screen off (locked)","12/26/23","8:55:39 PM","0:05:25"
"Facebook","12/26/23","8:54:05 PM","0:01:34"
"App Usage","12/26/23","8:53:51 PM","0:00:10"
"Screen on (unlocked)","12/26/23","8:53:50 PM","0:00:00"
"Screen on (locked)","12/26/23","8:53:46 PM","0:00:05"
"Screen off (locked)","12/26/23","7:04:55 PM","1:48:50"
"App Usage","12/26/23","7:04:39 PM","0:00:16"
"OneDrive","12/26/23","7:03:46 PM","0:00:53"
"OneDrive","12/26/23","7:03:28 PM","0:00:11"
"App Usage","12/26/23","7:02:23 PM","0:01:00"
"Screen on (unlocked)","12/26/23","7:02:18 PM","0:00:05"
"Screen on (locked)","12/26/23","7:02:16 PM","0:00:02"
"Screen off (locked)","12/26/23","7:02:12 PM","0:00:04"
"Messenger","12/26/23","7:01:37 PM","0:00:32"
"Messenger","12/26/23","7:01:25 PM","0:00:01"
"Messenger","12/26/23","7:01:14 PM","0:00:09"
"Mes Comptes - LCL","12/26/23","7:00:47 PM","0:00:17"
"Mes Comptes - LCL","12/26/23","6:59:33 PM","0:00:54"
"Messenger","12/26/23","6:59:22 PM","0:00:10"
"Mes Comptes - LCL","12/26/23","6:58:42 PM","0:00:39"
"Messenger","12/26/23","6:58:34 PM","0:00:01"
"Messenger","12/26/23","6:58:20 PM","0:00:12"
"App Usage","12/26/23","6:58:13 PM","0:00:07"
"Screen on (unlocked)","12/26/23","6:58:13 PM","0:00:00"
"Screen on (locked)","12/26/23","6:58:11 PM","0:00:02"
"Screen off (locked)","12/26/23","6:39:52 PM","0:18:19"
"Screen on (unlocked)","12/26/23","6:35:30 PM","0:04:22"
"App Usage","12/26/23","6:35:30 PM","0:00:00"
"Screen on (locked)","12/26/23","6:35:28 PM","0:00:01"
"Screen off (locked)","12/26/23","6:31:30 PM","0:03:58"
"App Usage","12/26/23","6:29:01 PM","0:02:29"
"Digital Wellbeing","12/26/23","6:27:32 PM","0:01:26"
"Screen on (unlocked)","12/26/23","6:26:42 PM","0:00:08"
"Facebook","12/26/23","6:26:42 PM","0:00:00"
"Screen on (locked)","12/26/23","6:26:40 PM","0:00:02"
"Screen off (locked)","12/26/23","6:26:22 PM","0:00:18"
"Facebook","12/26/23","6:26:18 PM","0:00:04"
"Screen on (unlocked)","12/26/23","6:26:18 PM","0:00:00"
"Screen on (locked)","12/26/23","6:26:15 PM","0:00:03"
"Screen off (locked)","12/26/23","6:01:10 PM","0:25:05"
"Facebook","12/26/23","5:59:48 PM","0:01:22"
"Messenger","12/26/23","5:58:35 PM","0:01:11"
"Facebook","12/26/23","5:57:59 PM","0:00:35"
"Messenger","12/26/23","5:57:34 PM","0:00:24"
"Facebook","12/26/23","5:55:41 PM","0:01:52"
"Screen on (unlocked)","12/26/23","5:55:41 PM","0:00:00"
"Screen on (locked)","12/26/23","5:55:39 PM","0:00:02"
"Screen off (locked)","12/26/23","5:55:03 PM","0:00:36"
"Facebook","12/26/23","5:54:38 PM","0:00:25"
"Messenger","12/26/23","5:54:33 PM","0:00:02"
"Screen on (unlocked)","12/26/23","5:54:33 PM","0:00:00"
"Screen on (locked)","12/26/23","5:54:31 PM","0:00:02"
"Screen off (locked)","12/26/23","5:53:19 PM","0:01:12"
"Messenger","12/26/23","5:49:24 PM","0:03:55"
"Facebook","12/26/23","5:49:16 PM","0:00:08"
"Screen on (unlocked)","12/26/23","5:49:15 PM","0:00:01"
"Screen on (locked)","12/26/23","5:49:13 PM","0:00:02"
"Screen off (locked)","12/26/23","3:51:07 PM","1:58:06"
"Facebook","12/26/23","3:47:27 PM","0:03:40"
"Screen on (unlocked)","12/26/23","3:47:27 PM","0:00:00"
"Screen on (locked)","12/26/23","3:47:24 PM","0:00:02"
"Screen off (locked)","12/26/23","3:43:29 PM","0:03:55"
"Facebook","12/26/23","3:41:25 PM","0:02:04"
"Screen on (unlocked)","12/26/23","3:41:25 PM","0:00:00"
"Screen on (locked)","12/26/23","3:41:23 PM","0:00:02"
"Screen off (locked)","12/26/23","2:58:15 PM","0:43:08"
"Facebook","12/26/23","2:56:54 PM","0:01:21"
"Facebook","12/26/23","2:56:26 PM","0:00:27"
"Screen on (unlocked)","12/26/23","2:56:26 PM","0:00:01"
"Screen on (locked)","12/26/23","2:56:19 PM","0:00:06"
"Screen off (locked)","12/26/23","2:56:18 PM","0:00:01"
"Screen on (locked)","12/26/23","2:56:16 PM","0:00:02"
"Screen off (locked)","12/26/23","2:35:50 PM","0:20:26"
"Screen on (locked)","12/26/23","2:35:31 PM","0:00:19"
"Screen off (locked)","12/26/23","2:31:24 PM","0:04:07"
"Facebook","12/26/23","2:30:53 PM","0:00:31"
"WashOnline","12/26/23","2:30:31 PM","0:00:18"
"Screen on (unlocked)","12/26/23","2:30:31 PM","0:00:00"
"Screen on (locked)","12/26/23","2:30:28 PM","0:00:03"
"Screen off (locked)","12/26/23","1:25:22 PM","1:05:06"
"Screen on (locked)","12/26/23","1:25:15 PM","0:00:07"
"Screen off (locked)","12/26/23","1:25:14 PM","0:00:01"
"Screen on (locked)","12/26/23","1:25:11 PM","0:00:03"
"Screen off (locked)","12/26/23","1:24:46 PM","0:00:25"
"Screen on (locked)","12/26/23","1:24:34 PM","0:00:12"
"Screen off (locked)","12/26/23","1:24:29 PM","0:00:05"
"WashOnline","12/26/23","1:23:24 PM","0:01:05"
"WashOnline","12/26/23","1:23:02 PM","0:00:20"
"Facebook","12/26/23","1:22:57 PM","0:00:01"
"Screen on (unlocked)","12/26/23","1:22:57 PM","0:00:00"
"Screen on (locked)","12/26/23","1:22:54 PM","0:00:03"
"Screen off (locked)","12/26/23","1:22:11 PM","0:00:43"
"Screen on (locked)","12/26/23","1:22:09 PM","0:00:02"
"Screen off (locked)","12/26/23","1:21:24 PM","0:00:45"
"Facebook","12/26/23","1:16:57 PM","0:04:27"
"Facebook","12/26/23","1:16:55 PM","0:00:01"
"Messenger","12/26/23","1:16:52 PM","0:00:03"
"Facebook","12/26/23","1:14:29 PM","0:02:23"
"Messenger","12/26/23","1:13:37 PM","0:00:51"
"Facebook","12/26/23","1:13:35 PM","0:00:01"
"Screen on (unlocked)","12/26/23","1:13:34 PM","0:00:00"
"Screen on (locked)","12/26/23","1:13:32 PM","0:00:02"
"Screen off (locked)","12/26/23","1:12:51 PM","0:00:42"
"Screen on (locked)","12/26/23","1:12:42 PM","0:00:09"
"Screen off (locked)","12/26/23","1:05:59 PM","0:06:42"
"Facebook","12/26/23","1:04:55 PM","0:01:04"
"Messenger","12/26/23","1:04:30 PM","0:00:23"
"Screen on (unlocked)","12/26/23","1:04:30 PM","0:00:00"
"Screen on (locked)","12/26/23","1:04:29 PM","0:00:01"
"Screen off (locked)","12/26/23","12:55:58 PM","0:08:30"
"Messenger","12/26/23","12:55:30 PM","0:00:28"
"Facebook","12/26/23","12:54:35 PM","0:00:56"
"Screen on (unlocked)","12/26/23","12:54:34 PM","0:00:01"
"Screen on (locked)","12/26/23","12:54:32 PM","0:00:02"
"Screen off (locked)","12/26/23","12:30:17 PM","0:24:15"
"Screen on (locked)","12/26/23","12:30:15 PM","0:00:02"
"Screen off (locked)","12/26/23","12:26:08 PM","0:04:07"
"Zalo","12/26/23","12:25:59 PM","0:00:09"
"Screen on (locked)","12/26/23","12:25:59 PM","0:00:00"
"Screen off (locked)","12/26/23","12:04:47 PM","0:21:12"
"Facebook","12/26/23","12:03:27 PM","0:01:20"
"Bonial","12/26/23","12:03:17 PM","0:00:06"
"Screen on (unlocked)","12/26/23","12:03:17 PM","0:00:00"
"Screen on (locked)","12/26/23","12:03:15 PM","0:00:02"
"Screen off (locked)","12/26/23","11:29:08 AM","0:34:07"
"Bonial","12/26/23","11:26:48 AM","0:02:21"
"Messenger","12/26/23","11:26:11 AM","0:00:32"
"Screen on (unlocked)","12/26/23","11:26:10 AM","0:00:01"
"Screen on (locked)","12/26/23","11:26:08 AM","0:00:02"
"Screen off (locked)","12/26/23","11:14:35 AM","0:11:33"
"Messenger","12/26/23","11:14:14 AM","0:00:21"
"Screen on (unlocked)","12/26/23","11:14:14 AM","0:00:00"
"Screen on (locked)","12/26/23","11:14:12 AM","0:00:02"
"Screen off (locked)","12/26/23","10:39:26 AM","0:34:46"
"Messenger","12/26/23","10:39:24 AM","0:00:02"
"TPBank Mobile","12/26/23","10:38:01 AM","0:01:22"
"Facebook","12/26/23","10:37:56 AM","0:00:01"
"Screen on (unlocked)","12/26/23","10:37:55 AM","0:00:00"
"Screen on (locked)","12/26/23","10:37:54 AM","0:00:01"
"Screen off (locked)","12/26/23","10:36:34 AM","0:01:20"
"Facebook","12/26/23","10:36:14 AM","0:00:20"
"TPBank Mobile","12/26/23","10:36:04 AM","0:00:06"
"TPBank Mobile","12/26/23","10:35:39 AM","0:00:06"
"Screen on (unlocked)","12/26/23","10:35:39 AM","0:00:00"
"Screen on (locked)","12/26/23","10:35:37 AM","0:00:02"
"Screen off (locked)","12/26/23","10:35:00 AM","0:00:37"
"TPBank Mobile","12/26/23","10:34:52 AM","0:00:08"
"Screen on (unlocked)","12/26/23","10:34:33 AM","0:00:18"
"Screen on (locked)","12/26/23","10:34:31 AM","0:00:02"
"Screen off (locked)","12/26/23","10:34:28 AM","0:00:03"
"Screen on (locked)","12/26/23","10:34:20 AM","0:00:09"
"Screen off (locked)","12/26/23","10:34:14 AM","0:00:05"
"TPBank Mobile","12/26/23","10:34:06 AM","0:00:04"
"Messenger","12/26/23","10:33:23 AM","0:00:43"
"Screen on (unlocked)","12/26/23","10:33:14 AM","0:00:09"
"TPBank Mobile","12/26/23","10:33:14 AM","0:00:00"
"Screen on (locked)","12/26/23","10:33:11 AM","0:00:03"
"Screen off (locked)","12/26/23","10:21:29 AM","0:11:42"
"TPBank Mobile","12/26/23","10:17:44 AM","0:03:45"
"Privé by Zalando","12/26/23","10:17:38 AM","0:00:01"
"Screen on (unlocked)","12/26/23","10:17:38 AM","0:00:00"
"Screen on (locked)","12/26/23","10:17:36 AM","0:00:02"
"Screen off (locked)","12/26/23","10:16:54 AM","0:00:42"
"Privé by Zalando","12/26/23","10:15:31 AM","0:01:22"
"Messenger","12/26/23","10:15:24 AM","0:00:01"
"Screen on (unlocked)","12/26/23","10:15:24 AM","0:00:00"
"Screen on (locked)","12/26/23","10:15:22 AM","0:00:02"
"Screen off (locked)","12/26/23","9:46:05 AM","0:29:18"
"Messenger","12/26/23","9:44:59 AM","0:01:05"
"Messages","12/26/23","9:44:51 AM","0:00:08"
"Messenger","12/26/23","9:43:45 AM","0:00:19"
"Screen on (unlocked)","12/26/23","9:43:45 AM","0:00:00"
"Screen on (locked)","12/26/23","9:43:42 AM","0:00:03"
"Screen off (locked)","12/26/23","9:40:53 AM","0:02:49"
"Messenger","12/26/23","9:40:41 AM","0:00:12"
"Chrome","12/26/23","9:40:33 AM","0:00:08"
"Messenger","12/26/23","9:40:27 AM","0:00:04"
"Chrome","12/26/23","9:40:22 AM","0:00:04"
"Messenger","12/26/23","9:39:54 AM","0:00:27"
"Facebook","12/26/23","9:36:08 AM","0:03:46"
"Messenger","12/26/23","9:35:53 AM","0:00:15"
"Facebook","12/26/23","9:35:44 AM","0:00:08"
"Discord","12/26/23","9:35:33 AM","0:00:09"
"Facebook","12/26/23","9:35:19 AM","0:00:13"
"Chrome","12/26/23","9:34:35 AM","0:00:42"
"Facebook","12/26/23","9:32:52 AM","0:01:43"
"Discord","12/26/23","9:32:40 AM","0:00:09"
"Screen on (unlocked)","12/26/23","9:32:35 AM","0:00:00"
"Screen on (locked)","12/26/23","9:32:33 AM","0:00:03"
"Screen off (locked)","12/26/23","9:07:28 AM","0:25:05"
"Discord","12/26/23","9:07:06 AM","0:00:19"
"Screen on (unlocked)","12/26/23","9:07:05 AM","0:00:00"
"Screen on (locked)","12/26/23","9:07:03 AM","0:00:03"
"Screen off (locked)","12/26/23","9:01:36 AM","0:05:26"
"Discord","12/26/23","9:01:16 AM","0:00:20"
"Facebook","12/26/23","8:59:26 AM","0:01:48"
"Facebook","12/26/23","8:25:04 AM","0:34:20"
"Messenger","12/26/23","8:24:15 AM","0:00:44"
"Screen on (unlocked)","12/26/23","8:23:38 AM","0:00:00"
"Screen on (locked)","12/26/23","8:23:35 AM","0:00:03"
"Screen off (locked)","12/26/23","1:48:11 AM","6:35:24"
"Facebook","12/26/23","1:43:58 AM","0:03:59"
"Dealabs","12/26/23","1:38:53 AM","0:05:02"
"Facebook","12/26/23","1:35:50 AM","0:02:59"
"Messenger","12/26/23","1:35:37 AM","0:00:11"
"Facebook","12/26/23","1:34:25 AM","0:01:12"
"Messenger","12/26/23","1:33:18 AM","0:01:05"
"Screen on (unlocked)","12/26/23","1:33:10 AM","0:00:07"
"Clock","12/26/23","1:33:10 AM","0:00:00"
"Screen on (locked)","12/26/23","1:32:59 AM","0:00:11"
"Screen off (locked)","12/26/23","1:27:04 AM","0:05:55"
"Screen on (locked)","12/26/23","1:26:59 AM","0:00:05"
"Screen off (locked)","12/25/23","9:17:24 PM","4:09:34"
"Screen on (unlocked)","12/25/23","9:17:22 PM","0:00:03"
"Clock","12/25/23","9:17:17 PM","0:00:05"
"Messenger","12/25/23","9:16:41 PM","0:00:36"
"Clock","12/25/23","8:31:50 PM","0:44:51"
"Screen on (locked)","12/25/23","8:31:50 PM","0:00:00"
"Screen off (locked)","12/25/23","7:51:41 PM","0:40:09"
"Clock","12/25/23","7:51:37 PM","0:00:04"
"Discord","12/25/23","7:51:00 PM","0:00:36"
"Facebook","12/25/23","7:49:37 PM","0:01:23"
"Discord","12/25/23","7:48:36 PM","0:00:59"
"Messages","12/25/23","7:48:33 PM","0:00:03"
"Discord","12/25/23","7:48:29 PM","0:00:04"
"Facebook","12/25/23","7:46:58 PM","0:01:31"
"Discord","12/25/23","7:44:32 PM","0:02:24"
"Facebook","12/25/23","7:43:31 PM","0:01:01"
"Discord","12/25/23","7:43:15 PM","0:00:12"
"Discord","12/25/23","7:42:20 PM","0:00:50"
"Clock","12/25/23","7:42:13 PM","0:00:07"
"Screen on (unlocked)","12/25/23","7:42:12 PM","0:00:00"
"Screen on (locked)","12/25/23","7:42:10 PM","0:00:03"
"Screen off (locked)","12/25/23","7:41:16 PM","0:00:53"
"Clock","12/25/23","7:40:59 PM","0:00:17"
"Discord","12/25/23","7:40:34 PM","0:00:20"
"Facebook","12/25/23","7:21:47 PM","0:18:29"
"Discord","12/25/23","7:21:35 PM","0:00:11"
"Facebook","12/25/23","7:03:19 PM","0:18:14"
"Captive Portal Login","12/25/23","7:03:10 PM","0:00:05"
"Facebook","12/25/23","7:02:38 PM","0:00:12"
"Messenger","12/25/23","7:02:34 PM","0:00:04"
"Screen on (unlocked)","12/25/23","7:02:34 PM","0:00:00"
"Screen on (locked)","12/25/23","7:02:28 PM","0:00:05"
"Screen off (locked)","12/25/23","6:56:07 PM","0:06:21"
"Screen on (locked)","12/25/23","6:56:00 PM","0:00:07"
"Screen off (locked)","12/25/23","6:53:04 PM","0:02:55"
"Screen on (locked)","12/25/23","6:52:57 PM","0:00:07"
"Screen off (locked)","12/25/23","6:38:35 PM","0:14:22"
"Messenger","12/25/23","6:38:08 PM","0:00:27"
"Screen on (unlocked)","12/25/23","6:38:08 PM","0:00:00"
"Screen on (locked)","12/25/23","6:38:06 PM","0:00:02"
"Screen off (locked)","12/25/23","6:37:11 PM","0:00:55"
"Messenger","12/25/23","6:36:16 PM","0:00:56"
"Maps","12/25/23","6:36:01 PM","0:00:15"
"Messenger","12/25/23","6:35:43 PM","0:00:18"
"Maps","12/25/23","6:35:31 PM","0:00:12"
"Messenger","12/25/23","6:35:25 PM","0:00:06"
"Maps","12/25/23","6:35:15 PM","0:00:08"
"Chrome","12/25/23","6:35:12 PM","0:00:03"
"Messenger","12/25/23","6:35:07 PM","0:00:05"
"Chrome","12/25/23","6:35:05 PM","0:00:02"
"Maps","12/25/23","6:34:52 PM","0:00:13"
"Chrome","12/25/23","6:34:49 PM","0:00:03"
"Messenger","12/25/23","6:33:59 PM","0:00:49"
"Facebook","12/25/23","6:33:16 PM","0:00:44"
"Messenger","12/25/23","6:31:06 PM","0:02:07"
"Facebook","12/25/23","6:30:25 PM","0:00:41"
"Messenger","12/25/23","6:30:15 PM","0:00:07"
"Screen on (unlocked)","12/25/23","6:30:15 PM","0:00:00"
"Screen on (locked)","12/25/23","6:30:12 PM","0:00:03"
"Screen off (locked)","12/25/23","6:17:07 PM","0:13:05"
"Messenger","12/25/23","6:16:59 PM","0:00:09"
"Maps","12/25/23","6:16:51 PM","0:00:06"
"Screen on (unlocked)","12/25/23","6:16:50 PM","0:00:00"
"Screen on (locked)","12/25/23","6:16:48 PM","0:00:02"
"Screen off (locked)","12/25/23","6:09:54 PM","0:06:54"
"Maps","12/25/23","6:08:47 PM","0:01:06"
"Chrome","12/25/23","6:08:28 PM","0:00:19"
"Facebook","12/25/23","6:08:23 PM","0:00:01"
"Screen on (unlocked)","12/25/23","6:08:23 PM","0:00:01"
"Screen on (locked)","12/25/23","6:08:18 PM","0:00:05"
"Screen off (locked)","12/25/23","6:03:00 PM","0:05:18"
"Facebook","12/25/23","6:02:19 PM","0:00:41"
"Screen on (unlocked)","12/25/23","6:02:19 PM","0:00:00"
"Screen on (locked)","12/25/23","6:02:17 PM","0:00:02"
"Screen off (locked)","12/25/23","5:44:48 PM","0:17:29"
"Facebook","12/25/23","5:42:33 PM","0:02:15"
"Screen on (unlocked)","12/25/23","5:42:25 PM","0:00:08"
"Screen on (locked)","12/25/23","5:42:25 PM","0:00:00"
"Screen off (locked)","12/25/23","5:26:53 PM","0:15:32"
"Screen on (locked)","12/25/23","5:26:43 PM","0:00:10"
"Screen off (locked)","12/25/23","5:25:57 PM","0:00:46"
"Screen on (unlocked)","12/25/23","5:25:49 PM","0:00:01"
"Phone","12/25/23","5:25:49 PM","0:00:00"
"Screen on (locked)","12/25/23","5:25:44 PM","0:00:05"
"Screen off (locked)","12/25/23","5:24:29 PM","0:01:15"
"Messenger","12/25/23","5:24:20 PM","0:00:09"
"Screen on (unlocked)","12/25/23","5:24:20 PM","0:00:00"
"Screen on (locked)","12/25/23","5:24:18 PM","0:00:02"
"Screen off (locked)","12/25/23","5:23:28 PM","0:00:50"
"Screen on (unlocked)","12/25/23","5:22:58 PM","0:00:30"
"Messenger","12/25/23","5:22:58 PM","0:00:00"
"Screen on (locked)","12/25/23","5:22:55 PM","0:00:03"
"Screen off (locked)","12/25/23","5:21:22 PM","0:01:34"
"Messenger","12/25/23","5:20:13 PM","0:01:09"
"Facebook","12/25/23","5:19:37 PM","0:00:35"
"Screen on (unlocked)","12/25/23","5:19:37 PM","0:00:00"
"Screen on (locked)","12/25/23","5:19:35 PM","0:00:02"
"Screen off (locked)","12/25/23","5:19:34 PM","0:00:01"
"Facebook","12/25/23","5:18:57 PM","0:00:37"
"Facebook","12/25/23","5:17:29 PM","0:01:24"
"Messenger","12/25/23","5:17:06 PM","0:00:21"
"Screen on (unlocked)","12/25/23","5:17:06 PM","0:00:00"
"Screen on (locked)","12/25/23","5:17:04 PM","0:00:02"
"Screen off (locked)","12/25/23","5:16:19 PM","0:00:45"
"Messenger","12/25/23","5:15:45 PM","0:00:34"
"Screen on (unlocked)","12/25/23","5:15:45 PM","0:00:00"
"Screen on (locked)","12/25/23","5:15:43 PM","0:00:01"
"Screen off (locked)","12/25/23","5:15:11 PM","0:00:33"
"Messenger","12/25/23","5:14:58 PM","0:00:13"
"Screen on (unlocked)","12/25/23","5:14:49 PM","0:00:08"
"Facebook","12/25/23","5:14:49 PM","0:00:00"
"Screen on (locked)","12/25/23","5:14:47 PM","0:00:02"
"Screen off (locked)","12/25/23","5:14:06 PM","0:00:41"
"Screen on (locked)","12/25/23","5:13:37 PM","0:00:29"
"Screen off (locked)","12/25/23","5:11:14 PM","0:02:22"
"Facebook","12/25/23","5:10:08 PM","0:01:06"
"Screen on (unlocked)","12/25/23","5:10:08 PM","0:00:00"
"Screen off (locked)","12/25/23","5:09:10 PM","0:00:58"
"Facebook","12/25/23","5:08:47 PM","0:00:23"
"Screen on (unlocked)","12/25/23","5:08:42 PM","0:00:00"
"Screen on (locked)","12/25/23","5:08:40 PM","0:00:02"
"Screen off (locked)","12/25/23","4:58:20 PM","0:10:20"
"Camera","12/25/23","4:58:11 PM","0:00:01"
"Screen on (unlocked)","12/25/23","4:58:11 PM","0:00:00"
"Screen on (locked)","12/25/23","4:58:09 PM","0:00:02"
"Screen off (locked)","12/25/23","4:54:29 PM","0:03:39"
"Camera","12/25/23","4:54:01 PM","0:00:28"
"Screen on (unlocked)","12/25/23","4:54:00 PM","0:00:00"
"Screen on (locked)","12/25/23","4:53:56 PM","0:00:03"
"Screen off (locked)","12/25/23","4:52:15 PM","0:01:42"
"Gallery","12/25/23","4:52:08 PM","0:00:05"
"Camera","12/25/23","4:51:52 PM","0:00:16"
"Facebook","12/25/23","4:51:50 PM","0:00:01"
"Screen on (unlocked)","12/25/23","4:51:50 PM","0:00:01"
"Screen on (locked)","12/25/23","4:51:49 PM","0:00:01"
"Screen off (locked)","12/25/23","4:48:48 PM","0:03:01"
"Facebook","12/25/23","4:48:23 PM","0:00:25"
"Messenger","12/25/23","4:48:13 PM","0:00:08"
"Screen on (unlocked)","12/25/23","4:48:08 PM","0:00:05"
"Screen on (locked)","12/25/23","4:48:06 PM","0:00:02"
"Screen off (locked)","12/25/23","4:41:05 PM","0:07:01"
"Messenger","12/25/23","4:40:36 PM","0:00:26"
"Screen on (unlocked)","12/25/23","4:40:01 PM","0:00:00"
"Messenger","12/25/23","4:40:01 PM","0:00:33"
"Screen on (locked)","12/25/23","4:39:59 PM","0:00:02"
"Screen off (locked)","12/25/23","4:37:54 PM","0:02:05"
"Messenger","12/25/23","4:37:32 PM","0:00:22"
"Screen on (unlocked)","12/25/23","4:37:25 PM","0:00:04"
"Camera","12/25/23","4:37:25 PM","0:00:00"
"Screen on (locked)","12/25/23","4:37:24 PM","0:00:01"
"Screen off (locked)","12/25/23","4:21:58 PM","0:15:25"
"Camera","12/25/23","4:21:48 PM","0:00:10"
"Facebook","12/25/23","4:21:46 PM","0:00:01"
"Screen on (unlocked)","12/25/23","4:21:45 PM","0:00:00"
"Screen on (locked)","12/25/23","4:21:43 PM","0:00:02"
"Screen off (locked)","12/25/23","3:43:37 PM","0:38:06"
"Facebook","12/25/23","3:42:24 PM","0:01:13"
"Screen on (unlocked)","12/25/23","3:42:24 PM","0:00:01"
"Screen on (locked)","12/25/23","3:42:22 PM","0:00:02"
"Screen off (locked)","12/25/23","3:40:04 PM","0:02:18"
"Facebook","12/25/23","3:39:46 PM","0:00:18"
"Facebook","12/25/23","3:38:36 PM","0:01:07"
"Messenger","12/25/23","3:38:23 PM","0:00:11"
"Screen on (unlocked)","12/25/23","3:38:23 PM","0:00:00"
"Screen on (locked)","12/25/23","3:38:19 PM","0:00:03"
"Screen off (locked)","12/25/23","2:44:38 PM","0:53:41"
"Screen on (locked)","12/25/23","2:44:31 PM","0:00:07"
"Screen off (locked)","12/25/23","2:44:26 PM","0:00:04"
"Messenger","12/25/23","2:44:05 PM","0:00:21"
"Screen on (unlocked)","12/25/23","2:44:05 PM","0:00:00"
"Screen on (locked)","12/25/23","2:44:03 PM","0:00:02"
"Screen off (locked)","12/25/23","2:14:05 PM","0:29:59"
"Messenger","12/25/23","2:13:58 PM","0:00:06"
"Screen on (unlocked)","12/25/23","2:13:58 PM","0:00:00"
"Screen on (locked)","12/25/23","2:13:56 PM","0:00:02"
"Screen off (locked)","12/25/23","2:10:51 PM","0:03:05"
"Messenger","12/25/23","2:10:42 PM","0:00:09"
"Gallery","12/25/23","2:10:38 PM","0:00:02"
"Camera","12/25/23","2:10:27 PM","0:00:11"
"Screen on (unlocked)","12/25/23","2:10:26 PM","0:00:00"
"Screen on (locked)","12/25/23","2:10:24 PM","0:00:02"
"Screen off (locked)","12/25/23","2:07:15 PM","0:03:09"
"Camera","12/25/23","2:06:52 PM","0:00:23"
"Messenger","12/25/23","2:06:51 PM","0:00:01"
"Screen on (unlocked)","12/25/23","2:06:51 PM","0:00:00"
"Screen on (locked)","12/25/23","2:06:49 PM","0:00:02"
"Screen off (locked)","12/25/23","1:18:47 PM","0:48:02"
"Messenger","12/25/23","1:18:30 PM","0:00:17"
"Screen on (unlocked)","12/25/23","1:18:26 PM","0:00:04"
"Screen on (locked)","12/25/23","1:18:22 PM","0:00:04"
"Screen off (locked)","12/25/23","1:16:50 PM","0:01:32"
"Screen on (unlocked)","12/25/23","1:16:37 PM","0:00:00"
"Messenger","12/25/23","1:16:37 PM","0:00:13"
"Screen on (locked)","12/25/23","1:16:35 PM","0:00:02"
"Screen off (locked)","12/25/23","1:15:27 PM","0:01:08"
"Messenger","12/25/23","1:14:55 PM","0:00:32"
"Screen on (unlocked)","12/25/23","1:14:55 PM","0:00:00"
"Screen on (locked)","12/25/23","1:14:53 PM","0:00:02"
"Screen off (locked)","12/25/23","1:14:32 PM","0:00:20"
"Screen on (locked)","12/25/23","1:14:25 PM","0:00:07"
"Screen off (locked)","12/25/23","1:13:27 PM","0:00:58"
"Messenger","12/25/23","1:12:14 PM","0:01:13"
"TPBank Mobile","12/25/23","1:12:10 PM","0:00:02"
"Messenger","12/25/23","1:12:06 PM","0:00:04"
"TPBank Mobile","12/25/23","1:11:48 PM","0:00:12"
"Screen on (unlocked)","12/25/23","1:11:46 PM","0:00:02"
"Screen on (locked)","12/25/23","1:11:44 PM","0:00:02"
"Screen off (locked)","12/25/23","1:11:39 PM","0:00:06"
"Screen on (unlocked)","12/25/23","1:11:20 PM","0:00:16"
"Screen on (locked)","12/25/23","1:11:18 PM","0:00:02"
"TPBank Mobile","12/25/23","1:11:03 PM","0:00:15"
"Screen on (unlocked)","12/25/23","1:11:03 PM","0:00:00"
"Screen on (locked)","12/25/23","1:11:01 PM","0:00:02"
"Screen off (locked)","12/25/23","1:06:49 PM","0:04:12"
"TPBank Mobile","12/25/23","1:06:36 PM","0:00:14"
"Screen on (unlocked)","12/25/23","1:06:27 PM","0:00:08"
"Screen on (locked)","12/25/23","1:05:46 PM","0:00:41"
"Screen off (locked)","12/25/23","1:04:56 PM","0:00:50"
"TPBank Mobile","12/25/23","1:02:52 PM","0:02:02"
"Discord","12/25/23","1:02:39 PM","0:00:11"
"Screen on (unlocked)","12/25/23","1:02:38 PM","0:00:00"
"Screen on (locked)","12/25/23","1:02:37 PM","0:00:02"
"Screen off (locked)","12/25/23","12:59:02 PM","0:03:34"
"Screen on (unlocked)","12/25/23","12:58:36 PM","0:00:27"
"Discord","12/25/23","12:58:36 PM","0:00:00"
"Screen on (locked)","12/25/23","12:58:34 PM","0:00:01"
"Screen off (locked)","12/25/23","12:57:44 PM","0:00:50"
"Discord","12/25/23","12:56:08 PM","0:01:36"
"Lazada","12/25/23","12:56:03 PM","0:00:05"
