"App name","Date","Time","Duration"
"Maps","12/9/23","4:44:44 PM","0:00:14"
"Screen on (unlocked)","12/9/23","4:44:43 PM","0:00:01"
"Screen off (locked)","12/9/23","4:42:58 PM","0:01:45"
"Maps","12/9/23","4:42:39 PM","0:00:19"
"Screen on (unlocked)","12/9/23","4:42:39 PM","0:00:01"
"Screen off (locked)","12/9/23","4:40:30 PM","0:02:09"
"Maps","12/9/23","4:39:59 PM","0:00:31"
"Screen on (unlocked)","12/9/23","4:39:58 PM","0:00:01"
"Screen off (locked)","12/9/23","4:36:37 PM","0:03:21"
"Maps","12/9/23","4:36:12 PM","0:00:25"
"Screen on (unlocked)","12/9/23","4:36:11 PM","0:00:01"
"Screen off (locked)","12/9/23","4:31:44 PM","0:04:27"
"Maps","12/9/23","4:31:06 PM","0:00:38"
"Screen on (unlocked)","12/9/23","4:31:05 PM","0:00:01"
"Screen off (locked)","12/9/23","4:30:00 PM","0:01:06"
"Maps","12/9/23","4:29:25 PM","0:00:34"
"Screen on (unlocked)","12/9/23","4:29:25 PM","0:00:01"
"Screen off (locked)","12/9/23","4:27:46 PM","0:01:39"
"Maps","12/9/23","4:27:05 PM","0:00:41"
"Chrome","12/9/23","4:27:02 PM","0:00:03"
"Screen on (unlocked)","12/9/23","4:27:01 PM","0:00:01"
"Screen off (locked)","12/9/23","4:26:19 PM","0:00:42"
"Chrome","12/9/23","4:25:26 PM","0:00:53"
"Messenger","12/9/23","4:24:35 PM","0:00:08"
"Screen on (unlocked)","12/9/23","4:24:35 PM","0:00:01"
"Screen off (locked)","12/9/23","2:40:00 PM","1:44:35"
"Messenger","12/9/23","2:39:31 PM","0:00:29"
"Chrome","12/9/23","2:39:27 PM","0:00:05"
"Screen on (unlocked)","12/9/23","2:39:26 PM","0:00:01"
"Screen off (locked)","12/9/23","2:39:09 PM","0:00:17"
"Chrome","12/9/23","2:37:25 PM","0:01:44"
"Messenger","12/9/23","2:37:22 PM","0:00:01"
"Screen on (unlocked)","12/9/23","2:37:22 PM","0:00:01"
"Screen off (locked)","12/9/23","2:31:53 PM","0:05:29"
"Messenger","12/9/23","2:22:30 PM","0:09:23"
"Screen on (unlocked)","12/9/23","2:22:29 PM","0:00:01"
"Screen off (locked)","12/9/23","2:21:55 PM","0:00:34"
"Messenger","12/9/23","2:21:41 PM","0:00:14"
"Screen on (unlocked)","12/9/23","2:21:41 PM","0:00:01"
"Screen off (locked)","12/9/23","2:21:00 PM","0:00:41"
"Messenger","12/9/23","2:20:56 PM","0:00:04"
"Screen on (unlocked)","12/9/23","2:20:56 PM","0:00:01"
"Screen off (locked)","12/9/23","2:20:22 PM","0:00:33"
"Messenger","12/9/23","2:20:18 PM","0:00:05"
"Screen on (unlocked)","12/9/23","2:20:17 PM","0:00:01"
"Screen off (locked)","12/9/23","2:20:10 PM","0:00:07"
"Messenger","12/9/23","2:19:01 PM","0:01:09"
"Screen on (unlocked)","12/9/23","2:19:01 PM","0:00:01"
"Screen off (locked)","12/9/23","2:11:38 PM","0:07:22"
"Messenger","12/9/23","2:11:04 PM","0:00:34"
"Facebook","12/9/23","2:10:56 PM","0:00:08"
"Screen on (unlocked)","12/9/23","2:10:55 PM","0:00:01"
"Screen off (locked)","12/9/23","1:54:36 PM","0:16:20"
"Facebook","12/9/23","1:54:15 PM","0:00:21"
"Messenger","12/9/23","1:54:11 PM","0:00:02"
"Messenger","12/9/23","1:53:58 PM","0:00:10"
"Screen on (unlocked)","12/9/23","1:53:57 PM","0:00:01"
"Screen off (locked)","12/9/23","1:52:59 PM","0:00:59"
"Messenger","12/9/23","1:51:15 PM","0:01:44"
"Outlook","12/9/23","1:50:50 PM","0:00:25"
"Messenger","12/9/23","1:50:13 PM","0:00:36"
"Outlook","12/9/23","1:50:11 PM","0:00:03"
"Messenger","12/9/23","1:49:42 PM","0:00:29"
"Outlook","12/9/23","1:49:10 PM","0:00:32"
"Messenger","12/9/23","1:48:50 PM","0:00:16"
"Screen on (unlocked)","12/9/23","1:48:49 PM","0:00:01"
"Screen off (locked)","12/9/23","1:48:36 PM","0:00:13"
"Messenger","12/9/23","1:47:30 PM","0:01:06"
"Screen on (unlocked)","12/9/23","1:47:29 PM","0:00:01"
"Screen off (locked)","12/9/23","1:25:46 PM","0:21:44"
"Messenger","12/9/23","1:25:27 PM","0:00:18"
"Screen on (unlocked)","12/9/23","1:25:27 PM","0:00:01"
"Screen off (locked)","12/9/23","1:23:54 PM","0:01:32"
"Messenger","12/9/23","1:23:48 PM","0:00:06"
"Facebook","12/9/23","1:23:09 PM","0:00:37"
"Messenger","12/9/23","1:23:05 PM","0:00:03"
"Messenger","12/9/23","1:22:20 PM","0:00:43"
"Screen on (unlocked)","12/9/23","1:22:19 PM","0:00:01"
"Screen off (locked)","12/9/23","11:24:11 AM","1:58:08"
"Messenger","12/9/23","11:23:54 AM","0:00:17"
"Facebook","12/9/23","11:23:44 AM","0:00:10"
"Screen on (unlocked)","12/9/23","11:23:43 AM","0:00:01"
"Screen off (locked)","12/9/23","10:52:57 AM","0:30:47"
"Facebook","12/9/23","10:52:57 AM","0:00:00"
"Screen on (unlocked)","12/9/23","10:52:56 AM","0:00:01"
"Screen off (locked)","12/9/23","10:52:05 AM","0:00:50"
"Messenger","12/9/23","10:51:08 AM","0:00:58"
"Facebook","12/9/23","10:50:43 AM","0:00:25"
"Messenger","12/9/23","10:50:40 AM","0:00:02"
"Messenger","12/9/23","10:50:36 AM","0:00:03"
"Screen on (unlocked)","12/9/23","10:50:35 AM","0:00:01"
"Screen off (locked)","12/9/23","10:50:19 AM","0:00:16"
"Messenger","12/9/23","10:49:19 AM","0:01:00"
"Zalo","12/9/23","10:49:16 AM","0:00:02"
"Spotify","12/9/23","10:49:13 AM","0:00:03"
"Screen on (unlocked)","12/9/23","10:49:12 AM","0:00:01"
"Screen off (locked)","12/9/23","10:45:38 AM","0:03:34"
"Spotify","12/9/23","10:45:32 AM","0:00:06"
"Zalo","12/9/23","10:45:27 AM","0:00:01"
"Screen on (unlocked)","12/9/23","10:45:19 AM","0:00:01"
"Screen off (locked)","12/9/23","10:45:18 AM","0:00:01"
"Zalo","12/9/23","10:45:08 AM","0:00:04"
"Messenger","12/9/23","10:44:49 AM","0:00:18"
"Screen on (unlocked)","12/9/23","10:44:41 AM","0:00:01"
"Screen off (locked)","12/9/23","10:41:35 AM","0:03:06"
"Messenger","12/9/23","10:41:16 AM","0:00:18"
"Screen on (unlocked)","12/9/23","10:41:15 AM","0:00:01"
"Screen off (locked)","12/9/23","10:40:09 AM","0:01:07"
"Messenger","12/9/23","10:38:39 AM","0:01:30"
"Zalo","12/9/23","10:37:30 AM","0:01:08"
"Messenger","12/9/23","10:36:41 AM","0:00:47"
"Zalo","12/9/23","10:36:36 AM","0:00:05"
"Messenger","12/9/23","10:35:53 AM","0:00:43"
"Chrome","12/9/23","10:35:32 AM","0:00:20"
"Messenger","12/9/23","10:35:21 AM","0:00:11"
"Chrome","12/9/23","10:35:17 AM","0:00:03"
"Zalo","12/9/23","10:35:02 AM","0:00:13"
"Messenger","12/9/23","10:34:41 AM","0:00:19"
"Spotify","12/9/23","10:34:33 AM","0:00:05"
"Screen on (unlocked)","12/9/23","10:34:33 AM","0:00:01"
"Screen off (locked)","12/9/23","10:32:40 AM","0:01:53"
"Spotify","12/9/23","10:32:30 AM","0:00:10"
"Messenger","12/9/23","10:32:13 AM","0:00:13"
"Facebook","12/9/23","10:32:01 AM","0:00:12"
"Screen on (unlocked)","12/9/23","10:32:00 AM","0:00:01"
"Screen off (locked)","12/9/23","10:31:28 AM","0:00:32"
"Facebook","12/9/23","10:24:24 AM","0:07:04"
"Zalo","12/9/23","10:16:42 AM","0:07:39"
"Facebook","12/9/23","10:15:43 AM","0:00:59"
"Messenger","12/9/23","10:15:32 AM","0:00:09"
"Screen on (unlocked)","12/9/23","10:15:32 AM","0:00:01"
"Screen off (locked)","12/9/23","9:54:51 AM","0:20:41"
"Messenger","12/9/23","9:54:45 AM","0:00:06"
"Screen on (unlocked)","12/9/23","9:54:44 AM","0:00:01"
"Screen off (locked)","12/9/23","9:48:23 AM","0:06:21"
"Messenger","12/9/23","9:47:55 AM","0:00:28"
"Screen on (unlocked)","12/9/23","9:47:50 AM","0:00:01"
"Screen off (locked)","12/9/23","9:46:30 AM","0:01:20"
"Dealabs","12/9/23","9:46:21 AM","0:00:08"
"Screen on (unlocked)","12/9/23","9:46:21 AM","0:00:01"
"Screen off (locked)","12/9/23","9:41:59 AM","0:04:22"
"Dealabs","12/9/23","9:41:42 AM","0:00:17"
"Facebook","12/9/23","9:41:15 AM","0:00:24"
"Screen on (unlocked)","12/9/23","9:41:14 AM","0:00:01"
"Screen off (locked)","12/9/23","9:33:56 AM","0:07:18"
"Facebook","12/9/23","9:32:05 AM","0:01:51"
"Messenger","12/9/23","9:31:55 AM","0:00:08"
"Screen on (unlocked)","12/9/23","9:31:54 AM","0:00:01"
"Screen off (locked)","12/9/23","9:27:23 AM","0:04:31"
"Messenger","12/9/23","9:27:12 AM","0:00:11"
"Zalo","12/9/23","9:27:06 AM","0:00:06"
"Screen on (unlocked)","12/9/23","9:27:05 AM","0:00:01"
"Screen off (locked)","12/9/23","9:09:38 AM","0:17:28"
"Zalo","12/9/23","9:04:40 AM","0:04:58"
"Screen on (unlocked)","12/9/23","9:04:34 AM","0:00:01"
"Screen off (locked)","12/9/23","8:42:58 AM","0:21:36"
"MoMo","12/9/23","8:42:09 AM","0:00:46"
"Captive Portal Login","12/9/23","8:41:52 AM","0:00:06"
"Izly","12/9/23","8:41:37 AM","0:00:02"
"Messenger","12/9/23","8:40:39 AM","0:00:28"
"Messenger","12/9/23","8:40:11 AM","0:00:24"
"MoMo","12/9/23","8:40:06 AM","0:00:05"
"Messenger","12/9/23","8:36:19 AM","0:03:43"
"Messenger","12/9/23","8:35:57 AM","0:00:21"
"Facebook","12/9/23","8:34:17 AM","0:01:40"
"Messenger","12/9/23","8:32:39 AM","0:01:36"
"Messenger","12/9/23","8:31:23 AM","0:01:14"
"Facebook","12/9/23","8:30:11 AM","0:01:11"
"Messenger","12/9/23","8:26:04 AM","0:04:04"
"Screen on (unlocked)","12/9/23","8:26:03 AM","0:00:01"
"Screen off (locked)","12/9/23","8:15:45 AM","0:10:18"
"Messenger","12/9/23","8:14:49 AM","0:00:56"
"Facebook","12/9/23","8:13:42 AM","0:01:07"
"Messenger","12/9/23","8:12:59 AM","0:00:41"
"Facebook","12/9/23","8:11:58 AM","0:01:01"
"Messenger","12/9/23","8:11:52 AM","0:00:04"
"Facebook","12/9/23","8:11:46 AM","0:00:06"
"Messenger","12/9/23","8:10:45 AM","0:01:01"
"Facebook","12/9/23","8:10:09 AM","0:00:36"
"Messenger","12/9/23","8:09:17 AM","0:00:50"
"Lazada","12/9/23","8:08:55 AM","0:00:22"
"Messenger","12/9/23","8:08:02 AM","0:00:50"
"Facebook","12/9/23","8:07:59 AM","0:00:04"
"Messenger","12/9/23","8:07:04 AM","0:00:52"
"Facebook","12/9/23","8:07:00 AM","0:00:05"
"Messenger","12/9/23","8:05:14 AM","0:01:44"
"Facebook","12/9/23","8:05:02 AM","0:00:12"
"Messenger","12/9/23","8:02:59 AM","0:02:00"
"Facebook","12/9/23","8:02:28 AM","0:00:31"
"Messenger","12/9/23","7:59:29 AM","0:02:57"
"Facebook","12/9/23","7:58:47 AM","0:00:43"
"Messenger","12/9/23","7:58:27 AM","0:00:18"
"Facebook","12/9/23","7:58:22 AM","0:00:04"
"Messenger","12/9/23","7:57:19 AM","0:01:03"
"Facebook","12/9/23","7:56:22 AM","0:00:57"
"Messenger","12/9/23","7:52:00 AM","0:04:14"
"Facebook","12/9/23","7:51:46 AM","0:00:13"
"Screen on (unlocked)","12/9/23","7:51:46 AM","0:00:01"
"Screen off (locked)","12/9/23","7:00:11 AM","0:51:34"
"Facebook","12/9/23","7:00:11 AM","0:00:00"
"Clock","12/9/23","7:00:01 AM","0:00:10"
"Screen on (unlocked)","12/9/23","7:00:01 AM","0:00:01"
"Screen off (locked)","12/9/23","12:16:26 AM","6:43:35"
"Facebook","12/9/23","12:14:59 AM","0:01:27"
"Bonial","12/9/23","12:14:20 AM","0:00:35"
"Dealabs","12/9/23","12:13:49 AM","0:00:27"
"Messenger","12/9/23","12:13:47 AM","0:00:02"
"Facebook","12/9/23","12:12:26 AM","0:01:20"
"Messenger","12/9/23","12:12:05 AM","0:00:20"
"Dealabs","12/9/23","12:09:57 AM","0:02:02"
"Facebook","12/9/23","12:09:07 AM","0:00:46"
"Messages","12/9/23","12:08:52 AM","0:00:09"
"Screen on (unlocked)","12/9/23","12:08:52 AM","0:00:01"
"Screen off (locked)","12/8/23","11:55:55 PM","0:12:57"
"Messages","12/8/23","11:55:32 PM","0:00:23"
"Messenger","12/8/23","11:55:29 PM","0:00:01"
"Screen on (unlocked)","12/8/23","11:55:29 PM","0:00:01"
"Screen off (locked)","12/8/23","11:54:09 PM","0:01:20"
"Messenger","12/8/23","11:37:25 PM","0:16:44"
"Facebook","12/8/23","11:37:22 PM","0:00:04"
"Screen on (unlocked)","12/8/23","11:37:21 PM","0:00:01"
"Screen off (locked)","12/8/23","11:30:49 PM","0:06:32"
"Facebook","12/8/23","11:28:51 PM","0:01:57"
"Messenger","12/8/23","11:28:32 PM","0:00:17"
"Facebook","12/8/23","11:27:01 PM","0:01:31"
"Messenger","12/8/23","11:26:42 PM","0:00:17"
"Facebook","12/8/23","11:26:26 PM","0:00:15"
"Messenger","12/8/23","11:25:58 PM","0:00:27"
"Facebook","12/8/23","11:25:11 PM","0:00:47"
"Messenger","12/8/23","11:24:58 PM","0:00:12"
"Facebook","12/8/23","11:24:32 PM","0:00:26"
"Messenger","12/8/23","11:23:25 PM","0:01:06"
"Facebook","12/8/23","11:22:09 PM","0:01:16"
"Messenger","12/8/23","11:17:49 PM","0:04:18"
"Facebook","12/8/23","11:17:44 PM","0:00:05"
"Instagram","12/8/23","11:17:19 PM","0:00:20"
"Messenger","12/8/23","11:16:20 PM","0:00:53"
"Facebook","12/8/23","11:16:14 PM","0:00:06"
"Screen on (unlocked)","12/8/23","11:16:13 PM","0:00:01"
"Screen off (locked)","12/8/23","10:13:12 PM","1:03:01"
"Facebook","12/8/23","10:12:25 PM","0:00:47"
"Messenger","12/8/23","10:10:44 PM","0:01:39"
"Facebook","12/8/23","10:10:08 PM","0:00:36"
"Messenger","12/8/23","10:09:10 PM","0:00:57"
"Screen on (unlocked)","12/8/23","10:09:10 PM","0:00:01"
"Screen off (locked)","12/8/23","10:08:18 PM","0:00:52"
"Messenger","12/8/23","10:08:11 PM","0:00:07"
"Facebook","12/8/23","10:07:33 PM","0:00:38"
"Messenger","12/8/23","9:57:24 PM","0:10:08"
"Facebook","12/8/23","9:57:07 PM","0:00:17"
"Messenger","12/8/23","9:56:27 PM","0:00:38"
"Screen on (unlocked)","12/8/23","9:56:26 PM","0:00:01"
"Screen off (locked)","12/8/23","9:55:31 PM","0:00:55"
"Messenger","12/8/23","9:54:56 PM","0:00:35"
"Facebook","12/8/23","9:54:04 PM","0:00:52"
"Messenger","12/8/23","9:53:33 PM","0:00:28"
"Screen on (unlocked)","12/8/23","9:53:33 PM","0:00:01"
"Screen off (locked)","12/8/23","9:52:12 PM","0:01:20"
"Messenger","12/8/23","9:51:29 PM","0:00:44"
"Facebook","12/8/23","9:51:24 PM","0:00:05"
"Screen on (unlocked)","12/8/23","9:51:23 PM","0:00:01"
"Screen off (locked)","12/8/23","9:34:55 PM","0:16:28"
"Facebook","12/8/23","9:34:38 PM","0:00:17"
"Messenger","12/8/23","9:34:29 PM","0:00:07"
"Screen on (unlocked)","12/8/23","9:34:28 PM","0:00:01"
"Screen off (locked)","12/8/23","9:23:00 PM","0:11:28"
"Messenger","12/8/23","9:22:57 PM","0:00:04"
"Screen on (unlocked)","12/8/23","9:22:56 PM","0:00:01"
"Screen off (locked)","12/8/23","9:21:35 PM","0:01:21"
"Messenger","12/8/23","9:20:25 PM","0:01:10"
"Screen on (unlocked)","12/8/23","9:20:24 PM","0:00:01"
"Screen off (locked)","12/8/23","9:12:46 PM","0:07:38"
"Messenger","12/8/23","9:11:21 PM","0:01:25"
"Screen on (unlocked)","12/8/23","9:11:21 PM","0:00:01"
"Screen off (locked)","12/8/23","9:04:59 PM","0:06:21"
"Messenger","12/8/23","9:03:23 PM","0:01:37"
"Screen on (unlocked)","12/8/23","9:03:22 PM","0:00:01"
"Screen off (locked)","12/8/23","8:58:48 PM","0:04:34"
"Messenger","12/8/23","8:58:26 PM","0:00:23"
"Discord","12/8/23","8:58:14 PM","0:00:07"
"Screen on (unlocked)","12/8/23","8:58:13 PM","0:00:01"
"Screen off (locked)","12/8/23","8:52:22 PM","0:05:51"
"Discord","12/8/23","8:51:56 PM","0:00:26"
"Facebook","12/8/23","8:51:46 PM","0:00:02"
"Screen on (unlocked)","12/8/23","8:51:46 PM","0:00:01"
"Screen off (locked)","12/8/23","6:30:20 PM","2:21:25"
"Facebook","12/8/23","6:25:24 PM","0:04:56"
"Messenger","12/8/23","6:25:16 PM","0:00:06"
"Facebook","12/8/23","6:20:58 PM","0:04:18"
"Messenger","12/8/23","6:20:25 PM","0:00:31"
"Facebook","12/8/23","6:18:52 PM","0:01:32"
"Messenger","12/8/23","6:17:52 PM","0:00:56"
"Zalando","12/8/23","6:17:49 PM","0:00:02"
"Instagram","12/8/23","6:17:22 PM","0:00:27"
"Zalando","12/8/23","6:17:16 PM","0:00:01"
"Messenger","12/8/23","6:15:50 PM","0:01:25"
"Dealabs","12/8/23","6:15:24 PM","0:00:24"
"Facebook","12/8/23","6:14:48 PM","0:00:32"
"Messenger","12/8/23","6:13:03 PM","0:01:43"
"Facebook","12/8/23","6:11:58 PM","0:01:04"
"Messenger","12/8/23","6:10:34 PM","0:01:22"
"Screen on (unlocked)","12/8/23","6:10:34 PM","0:00:01"
"Screen off (locked)","12/8/23","6:09:46 PM","0:00:47"
"Messenger","12/8/23","6:09:04 PM","0:00:42"
"Facebook","12/8/23","6:08:00 PM","0:01:04"
"Messenger","12/8/23","6:06:14 PM","0:01:44"
"Facebook","12/8/23","5:58:27 PM","0:07:47"
"Messenger","12/8/23","5:58:12 PM","0:00:13"
"Facebook","12/8/23","5:21:27 PM","0:36:43"
"Screen on (unlocked)","12/8/23","5:21:27 PM","0:00:01"
"Screen off (locked)","12/8/23","5:19:49 PM","0:01:37"
"Facebook","12/8/23","5:01:17 PM","0:18:32"
"Messenger","12/8/23","5:01:07 PM","0:00:08"
"Facebook","12/8/23","5:01:04 PM","0:00:04"
"Screen on (unlocked)","12/8/23","5:01:03 PM","0:00:01"
"Screen off (locked)","12/8/23","4:59:39 PM","0:01:24"
"Facebook","12/8/23","4:59:23 PM","0:00:15"
"Messenger","12/8/23","4:59:02 PM","0:00:19"
"Facebook","12/8/23","4:58:59 PM","0:00:03"
"Messenger","12/8/23","4:58:16 PM","0:00:41"
"Screen on (unlocked)","12/8/23","4:58:15 PM","0:00:01"
"Screen off (locked)","12/8/23","4:57:47 PM","0:00:28"
"Messenger","12/8/23","4:57:09 PM","0:00:38"
"Facebook","12/8/23","4:56:59 PM","0:00:09"
"Messenger","12/8/23","4:55:46 PM","0:01:12"
"Facebook","12/8/23","4:55:05 PM","0:00:41"
"Messenger","12/8/23","4:53:44 PM","0:01:19"
"Screen on (unlocked)","12/8/23","4:53:43 PM","0:00:01"
"Screen off (locked)","12/8/23","4:49:53 PM","0:03:50"
"Messenger","12/8/23","4:49:20 PM","0:00:34"
"Screen on (unlocked)","12/8/23","4:49:19 PM","0:00:01"
"Screen off (locked)","12/8/23","4:49:03 PM","0:00:16"
"Messenger","12/8/23","4:48:59 PM","0:00:05"
"Screen on (unlocked)","12/8/23","4:48:58 PM","0:00:01"
"Screen off (locked)","12/8/23","4:46:55 PM","0:02:03"
"Messenger","12/8/23","4:46:13 PM","0:00:42"
"Facebook","12/8/23","4:46:10 PM","0:00:03"
"Screen on (unlocked)","12/8/23","4:46:10 PM","0:00:01"
"Screen off (locked)","12/8/23","4:41:29 PM","0:04:41"
"Facebook","12/8/23","4:41:17 PM","0:00:11"
"Messenger","12/8/23","4:41:11 PM","0:00:05"
"Screen on (unlocked)","12/8/23","4:41:10 PM","0:00:01"
"Screen off (locked)","12/8/23","4:40:03 PM","0:01:08"
"Messenger","12/8/23","4:39:51 PM","0:00:12"
"Screen on (unlocked)","12/8/23","4:39:50 PM","0:00:01"
"Screen off (locked)","12/8/23","4:35:51 PM","0:03:59"
"Messenger","12/8/23","4:35:43 PM","0:00:08"
"Screen on (unlocked)","12/8/23","4:35:43 PM","0:00:01"
"Screen off (locked)","12/8/23","4:35:38 PM","0:00:05"
"Messenger","12/8/23","4:35:05 PM","0:00:33"
"Screen on (unlocked)","12/8/23","4:35:04 PM","0:00:01"
"Screen off (locked)","12/8/23","4:20:47 PM","0:14:17"
"Messenger","12/8/23","4:20:23 PM","0:00:25"
"Screen on (unlocked)","12/8/23","4:20:22 PM","0:00:01"
"Screen off (locked)","12/8/23","4:19:50 PM","0:00:32"
"Messenger","12/8/23","4:19:30 PM","0:00:20"
"Screen on (unlocked)","12/8/23","4:19:29 PM","0:00:01"
"Screen off (locked)","12/8/23","4:16:49 PM","0:02:40"
"Messenger","12/8/23","4:16:00 PM","0:00:49"
"Screen on (unlocked)","12/8/23","4:16:00 PM","0:00:01"
"Screen off (locked)","12/8/23","4:09:59 PM","0:06:01"
"Messenger","12/8/23","4:09:34 PM","0:00:25"
"Facebook","12/8/23","4:08:58 PM","0:00:36"
"Messenger","12/8/23","4:08:50 PM","0:00:06"
"Screen on (unlocked)","12/8/23","4:08:49 PM","0:00:01"
"Screen off (locked)","12/8/23","4:08:40 PM","0:00:09"
"Messenger","12/8/23","4:08:02 PM","0:00:38"
"Messenger","12/8/23","4:06:01 PM","0:01:50"
"Screen on (unlocked)","12/8/23","4:06:00 PM","0:00:01"
"Screen off (locked)","12/8/23","3:21:10 PM","0:44:50"
"Messenger","12/8/23","3:19:26 PM","0:01:45"
"Messenger","12/8/23","3:19:06 PM","0:00:18"
"Facebook","12/8/23","3:18:33 PM","0:00:33"
"Messenger","12/8/23","3:17:12 PM","0:01:20"
"Screen on (unlocked)","12/8/23","3:17:11 PM","0:00:01"
"Screen off (locked)","12/8/23","3:16:11 PM","0:01:00"
"Messenger","12/8/23","3:13:46 PM","0:02:25"
"Outlook","12/8/23","3:13:41 PM","0:00:05"
"Screen on (unlocked)","12/8/23","3:13:40 PM","0:00:01"
"Screen off (locked)","12/8/23","3:08:26 PM","0:05:15"
"Outlook","12/8/23","3:08:22 PM","0:00:04"
"Screen on (unlocked)","12/8/23","3:08:21 PM","0:00:01"
"Screen off (locked)","12/8/23","3:08:01 PM","0:00:20"
"Outlook","12/8/23","3:07:34 PM","0:00:27"
"Messenger","12/8/23","3:06:44 PM","0:00:49"
"Screen on (unlocked)","12/8/23","3:06:44 PM","0:00:01"
"Screen off (locked)","12/8/23","1:59:03 PM","1:07:41"
"Messenger","12/8/23","1:57:44 PM","0:01:19"
"Facebook","12/8/23","1:57:20 PM","0:00:24"
"Messenger","12/8/23","1:57:04 PM","0:00:08"
"Screen on (unlocked)","12/8/23","1:57:03 PM","0:00:01"
"Screen off (locked)","12/8/23","1:52:25 PM","0:04:39"
"Messenger","12/8/23","1:52:18 PM","0:00:07"
"Screen on (unlocked)","12/8/23","1:52:17 PM","0:00:01"
"Screen off (locked)","12/8/23","1:49:52 PM","0:02:25"
"Messenger","12/8/23","1:49:29 PM","0:00:23"
"Facebook","12/8/23","1:49:25 PM","0:00:03"
"Screen on (unlocked)","12/8/23","1:49:24 PM","0:00:01"
"Screen off (locked)","12/8/23","1:45:46 PM","0:03:38"
"Facebook","12/8/23","1:44:58 PM","0:00:48"
"Messenger","12/8/23","1:44:50 PM","0:00:08"
"Screen on (unlocked)","12/8/23","1:44:50 PM","0:00:01"
"Screen off (locked)","12/8/23","1:43:47 PM","0:01:02"
"Messenger","12/8/23","1:43:39 PM","0:00:08"
"Screen on (unlocked)","12/8/23","1:43:38 PM","0:00:01"
"Screen off (locked)","12/8/23","1:38:57 PM","0:04:42"
"Messenger","12/8/23","1:38:40 PM","0:00:16"
"Instagram","12/8/23","1:38:33 PM","0:00:07"
"Screen on (unlocked)","12/8/23","1:38:33 PM","0:00:01"
"Screen off (locked)","12/8/23","1:28:24 PM","0:10:09"
"Instagram","12/8/23","1:28:05 PM","0:00:19"
"Discord","12/8/23","1:28:01 PM","0:00:04"
"Screen on (unlocked)","12/8/23","1:28:00 PM","0:00:01"
"Screen off (locked)","12/8/23","1:24:55 PM","0:03:05"
"Discord","12/8/23","1:24:49 PM","0:00:06"
"Screen on (unlocked)","12/8/23","1:24:49 PM","0:00:01"
"Screen off (locked)","12/8/23","1:22:39 PM","0:02:10"
"Discord","12/8/23","1:22:04 PM","0:00:35"
"Messenger","12/8/23","1:21:58 PM","0:00:02"
"Screen on (unlocked)","12/8/23","1:21:58 PM","0:00:01"
"Screen off (locked)","12/8/23","1:21:52 PM","0:00:05"
"Messenger","12/8/23","1:20:54 PM","0:00:59"
"Facebook","12/8/23","1:20:11 PM","0:00:43"
"Messenger","12/8/23","1:19:51 PM","0:00:18"
"Facebook","12/8/23","1:19:25 PM","0:00:26"
"Messenger","12/8/23","1:18:11 PM","0:01:13"
"Facebook","12/8/23","1:17:22 PM","0:00:48"
"Messenger","12/8/23","1:16:10 PM","0:01:06"
"Screen on (unlocked)","12/8/23","1:16:10 PM","0:00:01"
"Screen off (locked)","12/8/23","1:15:09 PM","0:01:00"
"Messenger","12/8/23","1:14:33 PM","0:00:36"
"Screen on (unlocked)","12/8/23","1:14:32 PM","0:00:01"
"Screen off (locked)","12/8/23","1:09:51 PM","0:04:41"
"Messenger","12/8/23","1:07:41 PM","0:02:10"
"Discord","12/8/23","1:07:08 PM","0:00:33"
"Messenger","12/8/23","1:02:29 PM","0:04:34"
"Facebook","12/8/23","1:02:27 PM","0:00:02"
"Screen on (unlocked)","12/8/23","1:02:26 PM","0:00:01"
"Screen off (locked)","12/8/23","1:01:24 PM","0:01:02"
"Facebook","12/8/23","1:01:15 PM","0:00:10"
"Messenger","12/8/23","1:01:02 PM","0:00:13"
"Screen on (unlocked)","12/8/23","1:01:01 PM","0:00:01"
"Screen off (locked)","12/8/23","12:59:55 PM","0:01:06"
"Messenger","12/8/23","12:59:42 PM","0:00:13"
"Screen on (unlocked)","12/8/23","12:59:41 PM","0:00:01"
"Screen off (locked)","12/8/23","12:59:27 PM","0:00:15"
"Messenger","12/8/23","12:59:00 PM","0:00:26"
"Facebook","12/8/23","12:58:59 PM","0:00:02"
"Screen on (unlocked)","12/8/23","12:58:58 PM","0:00:01"
"Screen off (locked)","12/8/23","12:58:37 PM","0:00:21"
"Facebook","12/8/23","12:58:31 PM","0:00:06"
"Screen on (unlocked)","12/8/23","12:58:30 PM","0:00:01"
"Screen off (locked)","12/8/23","12:54:43 PM","0:03:47"
"Facebook","12/8/23","12:54:31 PM","0:00:11"
"Messenger","12/8/23","12:54:15 PM","0:00:16"
"Izly","12/8/23","12:54:06 PM","0:00:04"
"Screen on (unlocked)","12/8/23","12:54:05 PM","0:00:01"
"Screen off (locked)","12/8/23","12:32:55 PM","0:21:11"
"Izly","12/8/23","12:32:48 PM","0:00:07"
"Messenger","12/8/23","12:32:43 PM","0:00:04"
"Izly","12/8/23","12:32:23 PM","0:00:19"
"Facebook","12/8/23","12:32:07 PM","0:00:04"
"Screen on (unlocked)","12/8/23","12:32:06 PM","0:00:01"
"Screen off (locked)","12/8/23","12:28:58 PM","0:03:08"
"Facebook","12/8/23","12:28:49 PM","0:00:09"
